Storm#,Start,End,duration(hrs),sep from,LBJ Q %,LBJ SSC %,LBJ SSC source,LBJ SSC grab #,QUARRY SSC %,QUARRY SSC source,QUARRY SSC grab #,DAM Q %,DAM SSC %,DAM SSC source,DAM SSC grab #
156,2014-03-06 19:30:00,2014-03-07 12:30:00,17.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
157,2014-03-13 10:30:00,2014-03-14 00:00:00,13.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
158,2014-03-14 00:45:00,2014-03-14 13:15:00,12.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
159,2014-03-14 18:00:00,2014-03-15 00:30:00,6.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
160,2014-03-23 19:45:00,2014-03-24 02:45:00,7.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
161,2014-03-24 06:30:00,2014-03-24 12:00:00,5.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
162,2014-03-28 15:30:00,2014-03-28 22:45:00,7.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
163,2014-04-01 08:15:00,2014-04-01 14:30:00,6.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
164,2014-04-01 16:15:00,2014-04-01 23:00:00,6.75,LBJ PT,0.0,0.0,,0,0.0,,0,0.0,100.0,Turb.,0
165,2014-04-06 10:00:00,2014-04-06 23:45:00,13.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
166,2014-04-08 13:45:00,2014-04-09 00:45:00,11.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
167,2014-04-09 20:45:00,2014-04-10 11:45:00,15.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
168,2014-04-11 08:00:00,2014-04-11 18:45:00,10.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
169,2014-04-16 15:30:00,2014-04-16 18:15:00,2.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
170,2014-04-17 03:00:00,2014-04-17 13:00:00,10.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
171,2014-04-17 14:00:00,2014-04-18 03:15:00,13.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
172,2014-04-18 18:30:00,2014-04-19 04:45:00,10.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
173,2014-04-19 05:45:00,2014-04-19 21:00:00,15.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
174,2014-04-19 22:45:00,2014-04-20 15:45:00,17.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
175,2014-04-25 12:00:00,2014-04-26 04:30:00,16.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
176,2014-04-26 09:00:00,2014-04-26 21:45:00,12.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
177,2014-04-27 09:00:00,2014-04-28 02:00:00,17.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
178,2014-04-28 08:45:00,2014-04-28 15:30:00,6.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
179,2014-04-28 16:45:00,2014-04-28 19:15:00,2.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
180,2014-04-28 21:30:00,2014-04-29 13:30:00,16.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
181,2014-04-29 19:30:00,2014-04-29 22:30:00,3.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
182,2014-04-30 12:00:00,2014-05-01 10:30:00,22.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
183,2014-05-19 03:15:00,2014-05-19 13:15:00,10.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
184,2014-05-19 13:30:00,2014-05-19 21:00:00,7.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
185,2014-05-20 01:00:00,2014-05-20 11:30:00,10.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
186,2014-05-22 07:15:00,2014-05-23 02:30:00,19.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
187,2014-05-23 08:15:00,2014-05-23 12:45:00,4.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
188,2014-05-26 07:15:00,2014-05-26 16:45:00,9.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
189,2014-05-29 12:45:00,2014-05-30 00:15:00,11.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
190,2014-06-03 18:45:00,2014-06-04 06:30:00,11.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
191,2014-06-05 19:00:00,2014-06-06 19:45:00,24.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
192,2014-06-16 05:15:00,2014-06-16 13:30:00,8.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
193,2014-06-16 19:45:00,2014-06-17 16:15:00,20.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
194,2014-07-02 22:15:00,2014-07-04 01:30:00,27.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
195,2014-07-05 06:00:00,2014-07-05 19:15:00,13.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
196,2014-07-06 17:30:00,2014-07-07 04:45:00,11.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
197,2014-07-09 10:45:00,2014-07-09 15:30:00,4.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
198,2014-07-27 08:00:00,2014-07-27 13:45:00,5.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
199,2014-07-29 06:00:00,2014-07-30 12:00:00,30.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
200,2014-07-30 18:45:00,2014-07-31 13:15:00,18.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
201,2014-07-31 15:30:00,2014-08-01 19:15:00,27.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
202,2014-08-01 21:15:00,2014-08-01 23:45:00,2.5,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
203,2014-08-02 13:15:00,2014-08-02 18:15:00,5.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
204,2014-08-02 20:00:00,2014-08-03 12:45:00,16.75,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
205,2014-08-06 08:15:00,2014-08-06 13:15:00,5.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
206,2014-08-17 06:00:00,2014-08-17 15:15:00,9.25,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,100.0,Turb.,0
207,2014-08-23 06:30:00,2014-08-23 16:30:00,10.0,LBJ PT,100.0,0.0,,0,0.0,,0,100.0,0.0,,0
208,2014-09-15 03:15:00,2014-09-15 13:30:00,10.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
209,2014-09-25 01:30:00,2014-09-25 17:15:00,15.75,DAM PT,0.0,100.0,Turb.,0,0.0,,0,100.0,0.0,,0
210,2014-10-14 09:00:00,2014-10-14 18:00:00,9.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,100.0,Turb.,0
211,2014-10-15 12:30:00,2014-10-16 11:15:00,22.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,100.0,100.0,Turb.,0
212,2014-11-01 23:00:00,2014-11-02 14:15:00,15.25,LBJ PT,100.0,0.0,,0,100.0,Grab Int.,32,100.0,100.0,Turb.,0
213,2014-11-03 17:00:00,2014-11-04 16:45:00,23.75,LBJ PT,100.0,0.0,,1,100.0,Grab Int.,17,100.0,100.0,Turb.,1
214,2014-11-10 04:00:00,2014-11-10 11:15:00,7.25,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
215,2014-11-11 09:15:00,2014-11-11 21:15:00,12.0,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
216,2014-11-12 05:45:00,2014-11-12 16:30:00,10.75,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,26,100.0,100.0,Turb.,0
217,2014-11-12 17:00:00,2014-11-13 06:00:00,13.0,LBJ PT,100.0,0.0,,0,100.0,Turb.,18,100.0,100.0,Turb.,0
218,2014-11-15 23:45:00,2014-11-16 17:15:00,17.5,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
219,2014-11-18 17:30:00,2014-11-19 06:15:00,12.75,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
220,2014-11-19 13:45:00,2014-11-20 06:00:00,16.25,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
221,2014-11-22 19:45:00,2014-11-24 00:15:00,28.5,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,48,100.0,100.0,Turb.,0
222,2014-11-24 21:30:00,2014-11-25 08:00:00,10.5,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,12,100.0,100.0,Turb.,0
223,2014-12-04 15:15:00,2014-12-06 04:30:00,37.25,LBJ PT,100.0,0.0,,0,100.0,Grab Int.,26,100.0,100.0,Turb.,0
224,2014-12-09 09:00:00,2014-12-10 05:15:00,20.25,LBJ PT,100.0,0.0,,2,0.0,,2,100.0,100.0,Turb.,2
225,2014-12-16 09:45:00,2014-12-17 05:30:00,19.75,LBJ PT,100.0,100.0,Turb.,4,100.0,Grab Int.,5,100.0,100.0,Turb.,2
226,2014-12-18 08:45:00,2014-12-18 18:00:00,9.25,LBJ PT,100.0,100.0,Turb.,4,100.0,Turb.,2,100.0,100.0,Turb.,3
227,2014-12-18 23:30:00,2014-12-19 13:00:00,13.5,LBJ PT,100.0,100.0,Turb.,1,100.0,Grab Int.,46,100.0,100.0,Turb.,0
228,2014-12-19 15:00:00,2014-12-20 15:30:00,24.5,LBJ PT,100.0,100.0,Turb.,4,100.0,Turb.,12,100.0,100.0,Turb.,2
229,2014-12-21 00:30:00,2014-12-21 09:15:00,8.75,LBJ PT,100.0,100.0,Turb.,0,100.0,Grab Int.,26,100.0,100.0,Turb.,0
230,2014-12-21 10:00:00,2014-12-22 00:00:00,14.0,LBJ PT,100.0,100.0,Turb.,2,100.0,Turb.,22,100.0,100.0,Turb.,0
231,2014-12-22 00:45:00,2014-12-22 01:45:00,1.0,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
232,2014-12-22 02:15:00,2014-12-23 16:30:00,38.25,LBJ PT,100.0,0.0,,3,0.0,,26,100.0,100.0,Turb.,2
233,2014-12-26 12:00:00,2014-12-27 03:00:00,15.0,LBJ PT,100.0,100.0,Turb.,1,100.0,Turb.,0,100.0,100.0,Turb.,0
234,2014-12-29 04:15:00,2014-12-29 18:00:00,13.75,LBJ PT,0.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
235,2015-01-01 05:30:00,2015-01-02 05:45:00,24.25,LBJ PT,100.0,0.0,,2,100.0,Turb.,26,100.0,100.0,Turb.,0
236,2015-01-02 12:15:00,2015-01-03 08:30:00,20.25,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,4,100.0,100.0,Turb.,0
237,2015-01-04 18:30:00,2015-01-05 17:45:00,23.25,LBJ PT,100.0,100.0,Turb.,1,100.0,Turb.,2,100.0,100.0,Turb.,0
238,2015-01-05 18:00:00,2015-01-06 09:45:00,15.75,LBJ PT,100.0,100.0,Turb.,2,100.0,Turb.,1,100.0,100.0,Turb.,1
239,2015-01-07 20:00:00,2015-01-08 05:45:00,9.75,LBJ PT,100.0,100.0,Turb.,0,100.0,Turb.,0,100.0,100.0,Turb.,0
240,2015-01-09 10:30:00,2015-01-10 09:00:00,22.5,LBJ PT,0.0,100.0,Turb.,4,0.0,,0,0.0,0.0,,0
241,2015-01-10 09:15:00,2015-01-11 03:00:00,17.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
242,2015-01-13 18:00:00,2015-01-14 05:00:00,11.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
243,2015-01-16 16:30:00,2015-01-16 22:00:00,5.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
244,2015-01-18 00:00:00,2015-01-18 07:45:00,7.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
245,2015-01-20 09:30:00,2015-01-21 02:15:00,16.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
246,2015-01-21 05:30:00,2015-01-22 09:30:00,28.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
247,2015-01-24 21:30:00,2015-01-25 05:00:00,7.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
248,2015-01-26 14:45:00,2015-01-26 22:30:00,7.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
249,2015-01-27 02:15:00,2015-01-27 17:15:00,15.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
250,2015-01-29 07:15:00,2015-01-29 14:15:00,7.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
251,2015-01-29 16:00:00,2015-01-30 22:30:00,30.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
252,2015-01-30 23:30:00,2015-01-31 06:45:00,7.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
253,2015-01-31 12:45:00,2015-02-01 18:30:00,29.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
254,2015-02-05 12:30:00,2015-02-05 22:30:00,10.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
255,2015-02-06 02:15:00,2015-02-06 07:15:00,5.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
256,2015-02-08 01:45:00,2015-02-08 07:00:00,5.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
257,2015-02-08 09:30:00,2015-02-09 07:45:00,22.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
258,2015-02-09 22:15:00,2015-02-10 19:15:00,21.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
259,2015-02-11 23:30:00,2015-02-12 11:30:00,12.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
260,2015-02-12 11:45:00,2015-02-13 08:15:00,20.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
261,2015-02-16 03:45:00,2015-02-16 15:45:00,12.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
262,2015-02-16 16:30:00,2015-02-16 21:45:00,5.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
263,2015-02-17 03:00:00,2015-02-17 15:15:00,12.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
264,2015-02-21 15:45:00,2015-02-23 05:15:00,37.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
265,2015-03-02 11:45:00,2015-03-02 18:00:00,6.25,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
266,2015-03-06 07:45:00,2015-03-06 16:15:00,8.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
267,2015-03-09 20:30:00,2015-03-10 06:15:00,9.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
268,2015-03-10 20:15:00,2015-03-11 08:45:00,12.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
269,2015-03-14 20:00:00,2015-03-15 08:30:00,12.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
270,2015-03-16 22:00:00,2015-03-17 15:00:00,17.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
271,2015-03-20 07:15:00,2015-03-20 13:00:00,5.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
272,2015-03-22 05:45:00,2015-03-22 10:15:00,4.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
273,2015-03-22 10:30:00,2015-03-23 02:30:00,16.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
274,2015-03-24 00:00:00,2015-03-24 15:30:00,15.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
275,2015-03-25 10:45:00,2015-03-26 06:00:00,19.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
276,2015-03-26 15:45:00,2015-03-27 16:00:00,24.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
277,2015-03-29 17:15:00,2015-03-29 20:00:00,2.75,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
278,2015-03-29 23:15:00,2015-03-30 07:30:00,8.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
279,2015-03-30 14:15:00,2015-03-30 15:45:00,1.5,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
280,2015-04-01 12:00:00,2015-04-01 23:45:00,11.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
281,2015-04-02 15:15:00,2015-04-03 16:30:00,25.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
282,2015-04-05 01:00:00,2015-04-05 06:00:00,5.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
283,2015-04-07 00:00:00,2015-04-07 06:15:00,6.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
284,2015-04-11 01:45:00,2015-04-11 06:00:00,4.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
285,2015-04-13 16:15:00,2015-04-14 01:00:00,8.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
286,2015-04-14 04:15:00,2015-04-14 14:30:00,10.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
287,2015-04-18 10:45:00,2015-04-19 07:30:00,20.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
288,2015-04-22 05:45:00,2015-04-22 13:00:00,7.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
289,2015-04-22 15:45:00,2015-04-24 02:30:00,34.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
290,2015-04-24 07:30:00,2015-04-24 11:45:00,4.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
291,2015-04-24 12:15:00,2015-04-24 17:15:00,5.0,LBJ PT,100.0,100.0,Turb.,0,0.0,,0,0.0,0.0,,0
292,2015-04-25 17:00:00,2015-04-26 01:45:00,8.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
293,2015-05-01 22:30:00,2015-05-02 06:15:00,7.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
294,2015-05-03 22:30:00,2015-05-04 22:30:00,24.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
295,2015-05-06 12:30:00,2015-05-07 08:45:00,20.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
296,2015-05-07 12:15:00,2015-05-08 06:45:00,18.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
297,2015-05-10 15:45:00,2015-05-10 21:00:00,5.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
298,2015-05-11 21:15:00,2015-05-12 11:00:00,13.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
299,2015-05-13 03:00:00,2015-05-13 08:15:00,5.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
300,2015-05-15 16:00:00,2015-05-16 05:30:00,13.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
301,2015-05-16 23:30:00,2015-05-18 07:45:00,32.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
302,2015-05-20 05:30:00,2015-05-20 12:00:00,6.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
303,2015-05-21 10:45:00,2015-05-21 18:30:00,7.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
304,2015-05-21 22:15:00,2015-05-22 07:00:00,8.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
305,2015-05-22 09:30:00,2015-05-23 04:00:00,18.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
306,2015-05-23 10:15:00,2015-05-23 15:30:00,5.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
307,2015-05-23 18:00:00,2015-05-24 02:45:00,8.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
308,2015-05-24 14:30:00,2015-05-25 05:15:00,14.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
309,2015-05-25 13:15:00,2015-05-26 05:15:00,16.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
310,2015-05-30 12:00:00,2015-05-30 19:30:00,7.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
311,2015-06-01 05:15:00,2015-06-01 14:00:00,8.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
312,2015-06-12 07:45:00,2015-06-13 02:00:00,18.25,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
313,2015-06-13 03:15:00,2015-06-13 18:45:00,15.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
314,2015-06-13 19:00:00,2015-06-14 07:45:00,12.75,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
315,2015-06-15 03:30:00,2015-06-16 06:00:00,26.5,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
316,2015-06-17 08:00:00,2015-06-17 12:00:00,4.0,LBJ PT,100.0,0.0,,0,0.0,,0,0.0,0.0,,0
